matchID,season,battingTeam,bowlingTeam,innings,firstBatter,secondBatter,partnership,totalBallsFaced,fours,sixes,wicket,firstBatterRuns,firstBatterBallsFaced,firstBatterFours,firstBatterSixes,secondBatterRuns,secondBatterBallsFaced,secondBatterFours,secondBatterSixes
6480bba3fc9599eca1b87a77,2016,,,1,AB de Villiers,V Kohli,229,97,14,20,1,129,52,10,12,97,45,4,8
6480bba2d313234709068efb,2015,,,2,AB de Villiers,V Kohli,215,102,24,8,0,133,59,19,4,76,43,5,4
6480bb9927b39ebcfd7820b0,2022,,,1,KL Rahul,Q de Kock,210,121,13,14,0,68,51,3,4,140,70,10,10
6480bb9e565ef5f11c5c8f55,2011,,,1,AC Gilchrist,SE Marsh,206,98,15,14,1,105,49,8,9,79,49,7,5
6480bb9f022f0e8cd6e9cdeb,2012,,,2,CH Gayle,V Kohli,204,108,16,14,0,127,55,7,13,73,53,9,1
6480bb9e38040b358f5a34d8,2012,,,2,DA Warner,NV Ojha,189,100,12,12,0,109,54,10,7,64,46,2,5
6480bb95b84f125c6212267a,2019,,,1,DA Warner,JM Bairstow,185,98,15,10,1,70,42,3,3,114,56,12,7
6480bb93894ff5c944493650,2017,,,2,CA Lynn,G Gambhir,184,89,18,8,0,93,41,6,8,76,48,12,0
6480bb96e834e1c16b33f325,2020/21,,,1,KL Rahul,MA Agarwal,183,100,17,8,1,68,50,7,1,106,50,10,7
6480bb98825d8ceb716e3f3c,2022,,,1,DP Conway,RD Gaikwad,182,107,12,10,1,74,50,6,4,99,57,6,6
6480bb96e29253678ca02869,2020/21,,,2,F du Plessis,SR Watson,181,106,22,4,0,87,53,11,1,83,53,11,3
6480bb97493381c4d7dc7bf4,2021,,,2,D Padikkal,V Kohli,181,99,17,9,0,101,52,11,6,72,47,6,3
6480bb95481ab7c06b86419b,2018,,,2,KS Williamson,S Dhawan,176,102,17,6,0,83,53,8,2,91,49,9,4
6480bb9affc08d6384ac3992,2023,,,2,F du Plessis,V Kohli,172,108,18,6,1,67,45,6,2,100,63,12,4
6480bb9f3ca20834ecc7607a,2012,,,2,HH Gibbs,RG Sharma,167,106,16,7,0,53,46,4,2,109,60,12,5
6480bba0b5eabeb0a150b93f,2013,,,1,CH Gayle,TM Dilshan,167,84,14,13,1,127,48,9,13,33,36,5,0
6480bb988545a7776b8c9306,2022,,,1,RV Uthappa,S Dube,165,74,8,14,1,73,34,3,8,80,40,5,6
6480bb9f8ab73cf7c77cef03,2012,,,2,DR Smith,SR Tendulkar,163,109,16,3,0,87,58,10,3,58,51,6,0
6480bb97fb920d483d0da2af,2020/21,,,1,DA Warner,JM Bairstow,160,92,12,7,1,52,40,5,1,97,52,7,6
6480bb9e300070746cc2eb67,2011,,,1,M Vijay,MEK Hussey,159,89,7,9,1,89,44,4,6,63,45,3,3
6480bb947a7076697fc0b339,2017,,,2,G Gambhir,RV Uthappa,158,85,13,7,1,60,38,6,1,87,47,7,6
6480bba2ab35be3ffcfa932a,2016,,,1,AB de Villiers,V Kohli,157,87,13,9,1,82,40,7,6,71,47,6,3
6480bb9ed6aefcc9cd13d851,2012,,,1,CL White,KC Sangakkara,157,87,13,6,1,65,35,3,4,82,52,10,2
6480bba21bbf76a62abea528,2016,,,2,AB de Villiers,V Kohli,155,96,11,5,1,83,45,6,4,61,51,5,1
6480bb9aa030c8ebcbcc19c9,2007/08,,,2,AC Gilchrist,VVS Laxman,155,73,13,11,0,109,47,9,10,37,26,4,1
6480bb98b00f767943bb8415,2022,,,1,D Padikkal,JC Buttler,155,91,15,10,1,54,35,7,2,99,56,8,8
6480bba163bd0c619365a16b,2015,,,1,JP Duminy,SS Iyer,154,97,10,10,1,66,42,3,5,82,55,7,5
6480bb979e8cc2484c1a8c7b,2020/21,,,2,BA Stokes,SV Samson,152,82,14,6,0,87,51,10,3,54,31,4,3
6480bb9c3803ef7726af83ab,2009/10,,,1,JA Morkel,M Vijay,152,66,7,13,1,62,34,3,5,85,32,4,8
6480bb9d109617dfa089c2c6,2011,,,2,G Gambhir,JH Kallis,152,104,18,3,0,75,44,11,1,76,60,7,2
6480bb9f014bd6e0ac2b51a8,2013,,,1,DPMD Jayawardene,V Sehwag,151,97,20,3,1,59,43,8,1,90,54,12,2
6480bb960d5042aa46b7776b,2020/21,,,2,DA Warner,WP Saha,151,103,17,2,0,85,58,10,1,58,45,7,1
6480bb970c637fd0c057dca9,2021,,,1,JC Buttler,SV Samson,150,82,13,7,1,94,49,9,5,48,33,4,2
6480bba07fa24b891b818984,2013,,,1,Azhar Mahmood,SE Marsh,148,86,19,4,1,79,39,8,4,63,47,11,0
6480bb99b4febfb641fddd39,2023,,,2,F du Plessis,V Kohli,148,89,10,10,1,73,43,5,6,71,46,5,4
6480bba34d78f594b07da1bc,2016,,,1,CH Gayle,V Kohli,147,67,10,14,1,73,32,4,8,69,35,6,6
6480bb9a24adc8d916dfe2db,2023,,,1,B Sai Sudharsan,Shubman Gill,147,84,18,2,1,47,36,6,1,89,48,12,1
6480bb9db9ed29ce1ee8764f,2011,,,1,DA Warner,V Sehwag,146,70,15,7,1,59,35,7,3,77,35,8,4
6480bb9e3db1392e753dd785,2012,,,1,MK Pandey,RV Uthappa,145,112,13,3,0,80,54,7,3,60,58,6,0
6480bb9618b5973b98c0ba18,2019,,,2,Gurkeerat Singh,SO Hetmyer,144,89,12,7,1,65,47,8,1,73,42,4,6
6480bb99b3179a9346d8883c,2022,,,2,DA Warner,MR Marsh,144,101,10,8,1,48,39,5,1,89,62,5,7
6480bba1ece63aa1c77a954e,2015,,,1,AM Rahane,SR Watson,144,97,12,6,1,70,50,6,2,73,47,6,4
6480bb94f27c8167d1685878,2017,,,1,RR Pant,SV Samson,143,63,5,14,1,87,38,5,8,52,25,0,6
6480bb9c54a72690027ba3d4,2009/10,,,1,S Badrinath,SK Raina,142,91,13,3,0,55,45,6,0,78,46,7,3
6480bb9a6a7169d0e413bcfa,2023,,,1,Shubman Gill,WP Saha,142,74,10,9,1,57,31,0,5,81,43,10,4
6480bb9ac9149c73fdf073b3,2023,,,1,DP Conway,RD Gaikwad,141,87,10,9,1,60,37,7,2,79,50,3,7
6480bb9a43249ece8e841e56,2023,,,2,N Wadhera,SA Yadav,140,66,11,8,1,46,32,4,2,82,34,7,6
6480bba09d6b23c8722fd208,2013,,,1,MEK Hussey,SK Raina,140,76,10,7,0,58,34,5,2,82,42,5,5
6480bb96fed7a7ee65076e4a,2020/21,,,2,MK Pandey,V Shankar,140,93,10,8,0,82,42,4,8,52,51,6,0
6480bb9a1a3e8cef5633f4e6,2023,,,1,MA Agarwal,Vivrant Sharma,140,83,16,4,1,62,36,7,2,69,47,9,2
6480bb9fa3a890f94f179477,2013,,,2,M Vijay,MEK Hussey,139,104,14,3,0,50,50,3,1,86,54,11,2
6480bb943565d22d24ec0ae8,2017,,,1,DA Warner,S Dhawan,139,76,9,9,1,104,46,7,8,29,30,2,1
6480bb9a1e358307d26cd50d,2023,,,1,B Sai Sudharsan,Shubman Gill,138,64,8,10,1,38,26,4,1,95,38,4,9
6480bb9adb5d9ca80cb1c6a0,2023,,,1,JC Buttler,SV Samson,138,81,10,8,1,82,47,8,4,52,34,2,4
6480bb974086cbea889134af,2021,,,2,PP Shaw,S Dhawan,138,82,15,5,1,72,38,9,3,65,44,6,2
6480bb9d5d93b08a19c16313,2009/10,,,1,M Vijay,SK Raina,137,78,15,5,0,49,39,4,2,78,39,11,3
6480bb9d6ea22feab98beb5b,2011,,,1,MEK Hussey,SK Raina,137,100,10,2,1,72,49,7,1,61,51,3,1
6480bb9996eb97dd08b62f78,2023,,,1,F du Plessis,V Kohli,137,98,10,4,1,71,51,5,3,59,47,5,1
6480bba237377ccc608266d2,2016,,,2,AT Rayudu,PA Patel,137,86,14,5,1,65,37,4,4,68,49,10,1
6480bba2d324f0342e6af689,2016,,,2,DA Warner,S Dhawan,137,89,14,0,0,74,48,9,0,53,41,5,0
6480bb9dec749d630afd07d1,2011,,,2,AC Gilchrist,PC Valthaty,136,86,12,7,1,61,46,5,3,63,40,7,4
6480bba0208e8fbb34afdc50,2013,,,1,CH Gayle,V Kohli,136,89,10,8,1,74,48,4,6,55,41,6,2
6480bb9fc9e4047271240a59,2012,,,1,JH Kallis,MS Bisla,136,82,12,5,1,41,36,4,0,88,46,8,5
6480bb93ff8d1f4cd07859ce,2017,,,1,KS Williamson,S Dhawan,136,87,10,5,1,89,51,6,5,44,36,4,0
6480bb9e591b94e62772e66a,2012,,,1,DPMD Jayawardene,V Sehwag,135,79,16,4,1,55,42,8,0,72,37,8,4
6480bba1ff89cb428182daa6,2014,,,1,DA Miller,GJ Maxwell,135,64,10,10,1,47,32,5,2,84,32,5,8
6480bb9b166300b6298fc71a,2009,,,2,GC Smith,NV Ojha,135,91,17,4,1,77,44,12,1,56,47,5,3
6480bb95b98d000799e11963,2018,,,2,KS Williamson,MK Pandey,135,67,13,7,1,72,33,6,5,59,34,7,2
6480bb9e1751fd9db64a2834,2011,,,2,R Dravid,SR Watson,134,79,15,6,0,43,32,6,0,89,47,9,6
6480bb95a65bb0f3394a62b5,2018,,,2,AT Rayudu,SR Watson,134,81,11,9,1,77,46,6,6,57,35,5,3
6480bba326249b668a4713d6,2016,,,1,Shakib Al Hasan,YK Pathan,134,85,11,5,0,66,44,4,4,63,41,7,1
6480bba2ad3f26917361061f,2016,,,2,KK Nair,Q de Kock,134,77,14,4,1,54,42,6,1,74,35,8,3
6480bb94f27c8167d1685878,2017,,,2,KD Karthik,SK Raina,133,72,9,8,1,54,30,4,4,77,42,5,4
6480bb94cfe5aeb50e36aef3,2017,,,2,DA Warner,V Shankar,133,91,18,0,0,67,47,9,0,63,44,9,0
6480bba0fee4ae82492a666f,2013,,,2,MEK Hussey,SK Raina,133,73,10,6,1,52,30,2,4,75,43,8,2
6480bb9b2a5f2fd5053534dc,2007/08,,,2,LA Pomersbach,SE Marsh,133,86,12,6,1,48,32,5,2,80,54,7,4
6480bb9b9614f21d90333e15,2007/08,,,1,JR Hopes,SE Marsh,133,82,17,5,1,51,35,7,1,80,47,10,4
6480bb9b283b30d0503656f7,2007/08,,,1,G Gambhir,S Dhawan,133,85,13,3,1,72,44,6,3,55,41,7,0
6480bb977453ebef15f59e25,2021,,,2,PP Shaw,S Dhawan,132,83,15,4,1,82,36,11,3,46,47,4,1
6480bb9f36da1a646c80be45,2013,,,1,KD Karthik,RG Sharma,132,80,16,4,1,86,46,14,2,38,34,2,2
6480bba1568e0f3990191600,2014,,,1,AB de Villiers,Yuvraj Singh,132,65,8,10,1,43,27,1,3,83,38,7,7
6480bb9538916411f52016bf,2019,,,2,DA Warner,JM Bairstow,131,74,9,7,1,67,38,3,5,59,36,6,2
6480bba0b46cf5430edef3f5,2014,,,2,JH Kallis,MK Pandey,131,92,11,4,1,61,39,5,2,64,53,6,2
6480bb9ee7a29c9b96ed61e5,2011,,,2,DB Ravi Teja,S Dhawan,131,80,13,2,1,60,41,5,2,55,39,8,0
6480bb9edd901481f13ce9ba,2012,,,2,AB de Villiers,CH Gayle,131,76,12,4,1,52,37,6,0,73,39,6,4
6480bba16796f9a72374865f,2015,,,2,CJ Anderson,RG Sharma,131,88,13,6,0,55,41,4,3,75,47,9,3
6480bb956e3f7f62e4b24c01,2019,,,1,AM Rahane,SPD Smith,130,72,16,3,1,77,40,8,3,50,32,8,0
6480bba0fbf5f1671e1e557e,2013,,,1,DA Miller,R Sathish,130,50,10,8,0,93,32,8,7,27,18,2,1
6480bba16af3f513920ef499,2015,,,1,DA Warner,S Dhawan,130,86,11,5,1,91,55,9,4,36,31,2,1
6480bba1553f17c77d5f1ca2,2014,,,2,AT Rayudu,LMP Simmons,130,87,11,6,1,63,42,6,2,67,45,5,4
6480bb9c5ec0713155cad138,2009/10,,,2,AD Mathews,OA Shah,130,90,8,7,0,65,46,5,4,58,44,3,3
6480bb9c94ef2c2e850189ff,2009/10,,,2,MS Bisla,RS Bopara,129,86,11,5,1,75,51,7,4,45,35,4,1
6480bb970127afddc00607cc,2021,,,2,F du Plessis,RD Gaikwad,129,78,18,1,1,53,34,6,1,75,44,12,0
6480bba1bd00c57fb3301f04,2014,,,2,M Vohra,WP Saha,129,73,9,8,1,46,33,4,2,77,40,5,6
6480bb94640655c49683aee1,2018,,,1,Ishan Kishan,SA Yadav,129,82,10,6,1,58,42,4,3,69,40,6,3
6480bba063bacaa2dfabf6fd,2014,,,1,AJ Finch,DA Warner,128,82,8,7,0,69,37,5,4,58,45,3,3
6480bb9a1a3e8cef5633f4e6,2023,,,2,C Green,RG Sharma,128,65,12,8,1,73,33,5,7,50,32,7,1
6480bb9c17dcdfd5b06984f0,2009/10,,,1,DA Warner,PD Collingwood,128,99,8,5,1,74,54,5,3,53,45,3,2
6480bb9f218f37b46bef4afb,2013,,,1,DA Miller,Mandeep Singh,128,79,8,5,0,80,41,5,5,47,38,3,0
6480bb9d29051b8e40c07d52,2011,,,2,BB McCullum,DPMD Jayawardene,128,83,17,2,1,62,47,8,2,56,36,9,0
6480bb9b6ded6d116cfe02ee,2009,,,2,SR Tendulkar,ST Jayasuriya,127,74,8,8,1,68,45,6,4,51,29,2,4
6480bb9b7557e68b433167d5,2007/08,,,2,GC Smith,SA Asnodkar,127,68,14,5,1,79,41,9,3,41,27,5,2
6480bb99c6aa5989a16174d1,2023,,,1,F du Plessis,GJ Maxwell,127,67,11,6,1,52,31,6,2,65,36,5,4
6480bb9b332c16fba9cd28bc,2009,,,1,JH Kallis,RV Uthappa,126,91,10,4,0,55,49,2,2,66,42,8,2
6480bb994877788ec5b187ff,2023,,,2,F du Plessis,GJ Maxwell,126,61,7,11,1,49,25,4,3,76,36,3,8
6480bb9f7bae5ad85c4473ba,2012,,,1,RG Sharma,SR Tendulkar,126,81,16,3,1,57,42,6,2,67,39,10,1
6480bb9e38040b358f5a34d8,2012,,,1,CL White,S Dhawan,126,70,13,6,1,51,34,6,1,74,36,7,5
6480bb94351a8b10e20d14d9,2017,,,1,HM Amla,SE Marsh,125,89,10,2,1,64,46,4,2,58,43,6,0
6480bb9d872bbb611f6266cb,2011,,,2,M Vijay,S Badrinath,124,87,12,4,1,74,43,6,4,46,44,6,0
6480bba26ca6ec72ba377236,2016,,,1,DA Warner,KS Williamson,124,74,13,5,1,76,39,7,5,45,35,6,0
6480bb9db38208342bc57b96,2011,,,2,CH Gayle,TM Dilshan,123,73,13,7,1,84,42,7,7,38,31,6,0
6480bb95a65bb0f3394a62b5,2018,,,1,KS Williamson,S Dhawan,123,75,12,5,1,51,38,5,2,63,37,7,3
6480bb9ab49fc97bbb30576f,2023,,,2,Shubman Gill,V Shankar,123,71,10,6,1,63,36,3,4,53,35,7,2
6480bba0be153677ce53c58e,2014,,,1,BB McCullum,DR Smith,123,76,9,6,1,67,45,4,5,44,31,5,1
6480bb9e1a26096ce68e9ca3,2012,,,2,AB de Villiers,TM Dilshan,122,52,9,6,0,59,23,3,5,47,29,6,1
6480bb9f68a0a232d83c338c,2012,,,2,AT Rayudu,KA Pollard,122,65,10,7,0,64,34,5,4,52,31,5,3
6480bb9871b0ff7264721cbc,2022,,,1,DA Warner,R Powell,122,66,10,7,0,50,31,7,1,67,35,3,6
6480bb9399a527d39bc17dad,2017,,,2,CH Gayle,V Kohli,122,76,11,7,1,77,38,5,7,42,38,6,0
6480bb9718a9b89de407178b,2021,,,1,KL Rahul,MA Agarwal,122,77,13,5,1,47,41,6,1,69,36,7,4
6480bb9e21655ee16a96b2c3,2012,,,2,AM Rahane,OA Shah,121,50,12,8,1,55,24,7,3,60,26,5,5
6480bb96ec7d98e34055e8fc,2020/21,,,1,SPD Smith,SV Samson,121,57,4,12,1,45,25,3,3,74,32,1,9
6480bb9a2b33e06f46eed54f,2023,,,2,SV Samson,YBK Jaiswal,121,69,11,8,0,48,29,2,5,71,40,9,3
6480bb9692a7f0d52bd43127,2019,,,1,AB de Villiers,MP Stoinis,121,66,4,10,0,69,32,2,7,46,34,2,3
6480bb9a61edc0c77bc4bc86,2007/08,,,1,G Gambhir,S Dhawan,121,76,13,3,1,60,34,8,1,52,42,5,2
6480bba179195d83fa7fbfbb,2014,,,2,G Gambhir,RV Uthappa,121,85,11,4,1,54,34,6,1,65,51,5,3
6480bb94f06c6048c8088194,2018,,,2,KS Williamson,S Dhawan,121,88,16,2,0,36,35,3,1,78,53,13,1
6480bba13b673297bce003e2,2014,,,1,RV Uthappa,Shakib Al Hasan,121,71,13,4,1,58,33,8,1,60,38,5,3
6480bba264ad6b873d0d07d8,2016,,,2,KL Rahul,V Kohli,121,74,10,4,0,51,35,4,3,67,39,6,1
6480bb97af44a48533f08540,2020/21,,,1,CH Gayle,KL Rahul,120,82,8,7,1,69,46,5,5,45,36,3,2
6480bb9a43249ece8e841e56,2023,,,1,F du Plessis,GJ Maxwell,120,62,11,7,1,49,29,3,3,68,33,8,4
6480bb985efffbcafdef9f19,2021,,,2,KL Rahul,MA Agarwal,120,72,11,4,1,49,33,4,2,63,39,7,2
6480bb965aa0867bce4e79b3,2019,,,1,F du Plessis,SK Raina,120,75,12,5,1,67,37,7,3,53,38,5,2
6480bba18a2fe828fa106f6c,2014,,,2,LMP Simmons,MEK Hussey,120,88,9,4,1,62,51,6,2,55,37,3,2
6480bba255079696d5cfa453,2015,,,1,CH Gayle,V Kohli,119,69,7,10,1,80,39,4,9,32,30,3,1
6480bb9fd4a1af6234c9e57c,2012,,,1,CH Gayle,V Kohli,119,83,9,6,1,71,42,6,4,45,41,3,2
6480bba2b7be71a15b2bb3de,2015,,,1,LMP Simmons,RG Sharma,119,68,14,5,1,67,42,8,3,50,26,6,2
6480bb95c8ecc2185a67f4fd,2019,,,1,AM Rahane,SV Samson,119,76,9,5,1,61,37,4,3,56,39,5,2
6480bb97746881ab34c38bf8,2020/21,,,2,Ishan Kishan,KA Pollard,119,51,3,11,1,60,28,1,6,56,23,2,5
6480bb9ab99ef699d66ad5a0,2023,,,1,JM Sharma,LS Livingstone,119,53,10,5,0,49,27,5,2,58,26,5,3
6480bb95af5853799812b0f6,2019,,,1,DA Warner,JM Bairstow,118,78,12,3,1,74,43,9,2,39,35,3,1
6480bb957e6d387fe3a6b26e,2018,,,2,AB de Villiers,V Kohli,118,64,10,7,1,53,29,4,4,63,35,6,3
6480bb9523e6dc3c988ce398,2019,,,2,AD Russell,N Rana,118,48,5,13,1,65,25,2,9,48,23,3,4
6480bba0208e8fbb34afdc50,2013,,,2,AC Gilchrist,Azhar Mahmood,118,77,15,2,1,52,36,7,1,61,41,8,1
6480bb980cc3d01eab3a4748,2022,,,1,F du Plessis,V Kohli,118,61,3,9,1,75,35,2,7,38,26,1,2
6480bb951354c40599b60208,2018,,,2,SK Raina,SR Watson,117,57,8,8,1,32,24,3,1,82,33,5,7
6480bb9ab99ef699d66ad5a0,2023,,,2,Ishan Kishan,SA Yadav,116,55,13,4,1,48,24,5,2,66,31,8,2
6480bba031c5cf0145ae8cfe,2014,,,2,CA Pujara,GJ Maxwell,116,67,10,6,1,21,22,2,0,89,45,8,6
6480bb966f48b8ee03e6dff5,2020/21,,,2,Ishan Kishan,Q de Kock,116,74,11,7,0,68,37,6,5,46,37,5,2
6480bba1cef79f12933bbf27,2014,,,2,DA Warner,S Dhawan,116,69,13,3,1,90,45,12,3,22,24,1,0
6480bba33195e5ebac1da82a,2016,,,2,M Vijay,WP Saha,116,88,11,2,1,50,48,5,1,56,40,6,1
6480bb94fc240a33621b10a6,2018,,,2,CH Gayle,KL Rahul,116,58,14,7,1,55,31,5,5,60,27,9,2
6480bb9d29051b8e40c07d52,2011,,,1,AT Rayudu,SR Tendulkar,116,68,8,7,1,53,33,3,4,59,35,5,3
6480bb9e1d754facf4fad618,2012,,,1,F du Plessis,S Badrinath,116,94,12,2,1,58,48,4,2,57,46,8,0
6480bb95a09b947e0837a38a,2019,,,1,CH Gayle,KL Rahul,116,77,7,9,1,63,36,3,7,50,41,4,2
6480bb96c95abb10156a6055,2020/21,,,2,AT Rayudu,F du Plessis,115,85,9,3,1,71,48,6,3,41,37,3,0
6480bb962831291a868490e7,2020/21,,,1,N Rana,SP Narine,115,56,13,5,1,45,24,7,1,64,32,6,4
6480bba0be153677ce53c58e,2014,,,2,DA Miller,GJ Maxwell,115,63,13,3,1,32,28,2,1,78,35,11,2
6480bb96e76ccde6082d7564,2020/21,,,2,KL Rahul,MA Agarwal,115,86,11,1,1,58,47,5,0,56,39,6,1
6480bb975ea60ce128803d60,2021,,,1,F du Plessis,RD Gaikwad,115,76,9,6,1,48,34,3,2,64,42,6,4
6480bb997d1393ca85856ec2,2022,,,2,F du Plessis,V Kohli,115,87,13,1,1,44,38,5,0,65,49,8,1
6480bba2a94dd2c01769b3ae,2016,,,2,Q de Kock,RR Pant,115,81,13,3,1,44,41,4,1,69,40,9,2
6480bb9a17692bfb5bd3894c,2007/08,,,2,G Gambhir,V Sehwag,115,70,12,4,1,39,29,5,0,71,41,7,4
6480bb99315aee6cd9d56504,2023,,,1,F du Plessis,GJ Maxwell,115,50,5,11,1,48,21,2,5,59,29,3,6
6480bb961570df6942a00888,2019,,,1,DA Warner,MK Pandey,115,72,10,4,1,53,38,3,2,60,34,7,2
6480bba38ce35716815a1845,2016,,,2,AB de Villiers,V Kohli,115,68,8,5,0,59,31,5,3,54,37,3,2
6480bb957ae1619e0d648dec,2019,,,2,KL Rahul,MA Agarwal,114,84,9,4,1,58,41,6,1,55,43,3,3
6480bba388682c5ca10ff37a,2016,,,1,CH Gayle,V Kohli,114,63,7,9,1,76,38,4,8,32,25,3,1
6480bb9e28b7a946a6921fa6,2011,,,1,CH Gayle,MA Agarwal,113,64,13,4,1,62,33,9,2,41,31,4,2
6480bba2bbd9d85769220a68,2015,,,1,AM Rahane,KK Nair,113,69,10,4,1,50,31,4,2,61,38,6,2
6480bb9f6f311344dac147cc,2012,,,1,BB McCullum,G Gambhir,113,75,9,3,1,42,39,5,1,56,36,4,2
6480bba2b341a081c069198d,2015,,,1,AB de Villiers,Mandeep Singh,113,67,10,5,1,65,37,4,4,43,30,6,1
6480bb9af968df9497d2b9c4,2007/08,,,2,DJ Bravo,RV Uthappa,113,88,13,1,0,64,53,8,1,37,35,5,0
6480bba2965d1d15aa6f723e,2016,,,2,BB McCullum,DR Smith,112,64,11,6,1,58,34,6,3,53,30,5,3
6480bba1603d86b7d278a366,2015,,,1,AD Russell,RV Uthappa,112,64,8,5,0,55,32,4,4,52,32,4,1
6480bb94566b0cf89fca84f9,2018,,,1,AT Rayudu,SK Raina,112,57,11,6,1,79,37,9,4,31,20,2,2
6480bb9ab655ac367694708c,2007/08,,,1,G Gambhir,S Dhawan,112,81,13,1,0,50,40,5,1,52,41,8,0
6480bb9aab9770e7260312df,2007/08,,,2,S Dhawan,V Sehwag,112,57,10,6,0,25,28,3,0,75,29,7,6
6480bb9aef150645306cc170,2023,,,2,MR Marsh,PD Salt,112,66,10,5,1,52,31,1,5,59,35,9,0
6480bb9a1a3ab2ab8297871d,2007/08,,,1,A Symonds,RG Sharma,111,58,8,7,1,73,28,5,6,36,30,3,1
6480bb94cfe5aeb50e36aef3,2017,,,1,DR Smith,Ishan Kishan,111,65,11,6,1,54,33,7,2,54,32,4,4
6480bb9e9162dceff15dc334,2011,,,2,KD Karthik,SE Marsh,111,57,12,7,1,69,33,7,5,41,24,5,2
6480bb9d1ed71a4f47892d00,2009/10,,,1,CA Pujara,SC Ganguly,111,80,13,3,0,45,38,5,1,62,42,8,2
6480bba120182b9ca0b70004,2014,,,2,DA Warner,KL Rahul,111,81,2,4,1,65,51,1,4,34,30,1,0
6480bb9dd89d4266d59a4592,2011,,,1,CH Gayle,V Kohli,111,59,12,7,1,83,29,8,7,27,30,4,0
6480bba278153a5979e31ec9,2016,,,1,AM Rahane,SPD Smith,111,68,9,2,1,42,32,3,0,65,36,6,2
6480bb98d8f59b81335f4a3d,2021,,,1,D Padikkal,V Kohli,111,80,11,3,1,55,39,5,2,53,41,6,1
6480bb97dee20878b0c4246c,2021,,,2,GJ Maxwell,KS Bharat,111,63,10,3,0,51,33,8,0,56,30,2,3
6480bba28257fe87dd859e3e,2015,,,2,LMP Simmons,PA Patel,111,74,12,3,1,50,38,7,0,59,36,5,3
6480bb954817ed0a4ba25bc2,2018,,,2,AJ Finch,KL Rahul,111,74,8,3,1,46,35,3,1,60,39,5,2
6480bb95c8ecc2185a67f4fd,2019,,,2,DA Warner,JM Bairstow,110,58,14,3,1,69,37,9,2,39,21,5,1
6480bb99ecbdaaf953b8eee5,2023,,,1,DP Conway,RD Gaikwad,110,56,7,6,1,40,25,4,2,57,31,3,4
6480bba136257b71aa9952cf,2014,,,2,M Vohra,V Sehwag,110,64,10,5,1,34,31,1,2,69,33,9,3
6480bb95f45dffe4751efc46,2019,,,2,KL Rahul,SN Khan,110,93,6,3,1,54,44,3,1,55,49,3,2
6480bb931e6d2b03141b586d,2017,,,2,MK Pandey,YK Pathan,110,72,9,4,1,43,33,3,2,59,39,6,2
6480bba0a222eb875a07f5a3,2014,,,1,JP Duminy,LRPL Taylor,110,78,7,3,0,61,39,3,3,43,39,4,0
6480bb9d93cca4d1a7635fba,2011,,,2,AT Rayudu,SR Tendulkar,110,86,15,0,0,63,50,9,0,46,36,6,0
6480bb9c7a11e1cbeea46b0e,2009/10,,,1,AT Rayudu,SS Tiwary,110,63,10,4,1,55,33,6,2,51,30,4,2
6480bb980b5b26e8c4335a4b,2022,,,1,PBB Rajapaksa,S Dhawan,110,71,10,2,1,42,32,2,2,58,39,8,0
6480bb9822eeb0c1c117f221,2021,,,2,RD Gaikwad,RV Uthappa,110,77,9,4,1,45,33,2,2,63,44,7,2
6480bb9929c7e430acd1ef18,2022,,,1,DP Conway,RD Gaikwad,110,67,10,5,1,64,34,6,4,41,33,4,1
6480bb95d4da0397e79acffa,2019,,,1,N Rana,RV Uthappa,110,66,5,9,1,63,34,2,7,44,32,3,2
6480bb9bc74c35e494cec477,2007/08,,,1,GC Smith,YK Pathan,109,76,12,2,1,35,39,3,0,68,37,9,2
6480bba1c0aa361f3c6e454c,2015,,,2,BB McCullum,DR Smith,109,46,14,5,1,46,20,6,2,56,26,8,3
6480bb9cdf6c63fec90a42df,2009/10,,,2,MS Dhoni,S Badrinath,109,65,9,4,0,66,33,6,3,42,32,3,1
6480bb9baa08d0494c0b8dc3,2007/08,,,1,GC Smith,SA Asnodkar,109,75,11,2,1,40,31,4,1,50,44,7,1
6480bb9ce7891d47a7fe9c12,2009/10,,,1,MJ Lumb,NV Ojha,109,59,18,2,1,83,43,16,2,21,16,2,0
6480bb9e83b8575f74b8e962,2012,,,2,CH Gayle,V Kohli,109,66,7,6,1,62,29,2,6,38,37,5,0
6480bb94a0422f6d0abe276b,2017,,,1,G Gambhir,RV Uthappa,108,66,11,4,1,41,33,6,0,59,33,5,4
6480bba09d1874eb9ded0204,2013,,,1,AM Rahane,R Dravid,108,82,11,0,1,44,34,4,0,53,48,7,0
6480bb97aad3147696268239,2021,,,1,F du Plessis,MM Ali,108,61,7,9,1,48,25,2,4,58,36,5,5
6480bba1cef79f12933bbf27,2014,,,1,DJ Hussey,MS Dhoni,108,68,7,6,0,47,27,5,2,57,41,2,4
6480bb95833c06e6c5119173,2019,,,1,AB de Villiers,V Kohli,108,56,9,6,1,61,30,5,4,46,26,4,2
6480bb965aa0867bce4e79b3,2019,,,2,CH Gayle,KL Rahul,108,63,9,7,1,28,27,2,2,71,36,7,5
6480bb948f3284f793b2763c,2018,,,1,E Lewis,RG Sharma,108,66,10,6,1,65,42,6,5,32,24,4,1
6480bb932f8447acd7840076,2017,,,1,DA Warner,MC Henriques,108,74,11,2,0,53,35,5,2,52,39,6,0
