matchID,season,battingTeam,bowlingTeam,innings,firstBatter,secondBatter,partnership,totalBallsFaced,fours,sixes,wicket,firstBatterRuns,firstBatterBallsFaced,firstBatterFours,firstBatterSixes,secondBatterRuns,secondBatterBallsFaced,secondBatterFours,secondBatterSixes
6480bb9808d6857eeb335d94,2022,,,2,AR Patel,R Powell,29,23,2,1,1,24,17,2,1,5,6,0,0
6480bba0d4b2f9be71a5f230,2014,,,2,KD Karthik,MA Agarwal,29,19,3,0,1,10,8,2,0,17,11,1,0
6480bb9eb2690fb1ed356b42,2011,,,1,A Symonds,SR Tendulkar,29,35,1,0,1,8,19,0,0,13,16,1,0
6480bb942efd740a6ffc47df,2017,,,1,KV Sharma,RG Sharma,29,18,4,0,1,9,8,1,0,18,10,3,0
6480bb96f1eadf803ffc292c,2020/21,,,1,MP Stoinis,RR Pant,29,21,0,3,1,24,16,0,3,4,5,0,0
6480bb954da239b357833c8a,2018,,,1,DT Christian,V Shankar,29,19,1,1,0,7,9,0,0,22,10,1,1
6480bb98d8f59b81335f4a3d,2021,,,1,AB de Villiers,D Padikkal,29,21,0,2,1,12,11,0,1,15,10,0,1
6480bb9506d56930505d45ae,2019,,,1,CH Gayle,MA Agarwal,29,19,5,1,1,27,10,5,1,2,9,0,0
6480bb93d9581d69657887c3,2017,,,2,RR Pant,SV Samson,29,20,2,1,1,20,14,1,1,6,6,1,0
6480bb9aa64355ce98da1141,2007/08,,,1,Misbah-ul-Haq,R Dravid,29,20,3,0,1,8,7,1,0,16,13,2,0
6480bb9d05f8e769574069fa,2009/10,,,2,BB McCullum,WP Saha,29,20,2,2,1,17,8,2,1,12,12,0,1
6480bb941ab79050c3c90ee5,2018,,,2,RA Jadeja,SW Billings,29,13,1,3,1,3,4,0,0,26,9,1,3
6480bb9aded509be64de3bfb,2007/08,,,2,SC Ganguly,WP Saha,29,19,5,1,1,2,3,0,0,27,16,5,1
6480bb9df46e9f48932124df,2009/10,,,1,AT Rayudu,JP Duminy,29,19,4,0,1,11,10,1,0,16,9,3,0
6480bb9d362f72789dcdc5a7,2009/10,,,1,MEK Hussey,SK Raina,29,27,4,0,1,14,12,2,0,12,15,2,0
6480bb9d80e97e178e5f68de,2011,,,2,JH Kallis,YK Pathan,29,24,3,1,1,18,12,3,0,11,12,0,1
6480bba3d3dc891a3092643e,2016,,,1,MS Dhoni,R Ashwin,29,11,2,3,0,27,10,2,3,1,1,0,0
6480bb9d867c041656e9a75f,2009/10,,,1,M Manhas,PD Collingwood,29,33,1,0,1,12,14,0,0,16,19,1,0
6480bb99f2a793884331579e,2023,,,2,SA Yadav,TH David,29,16,2,2,1,6,5,1,0,22,11,1,2
6480bb9a7d91d721555835e5,2007/08,,,2,AB Agarkar,SC Ganguly,29,19,2,2,1,20,13,1,2,7,6,1,0
6480bb9d967f5a4cfbd8c74d,2011,,,2,JH Kallis,SP Goswami,29,27,5,0,1,11,11,2,0,17,16,3,0
6480bb994aafcf67cd092a7d,2023,,,1,AR Patel,SN Khan,29,24,3,1,1,17,11,2,1,12,13,1,0
6480bba31cc11024436836b5,2016,,,1,KA Pollard,KH Pandya,29,15,1,3,1,3,4,0,0,26,11,1,3
6480bba2f05e90a9005771d2,2015,,,2,DJ Bravo,RA Jadeja,29,21,2,0,0,13,9,2,0,14,12,0,0
6480bb9a3ffea6235f54cc1e,2023,,,2,Abhishek Sharma,MA Agarwal,29,18,3,1,1,6,7,1,0,18,11,2,1
6480bb9e502d7987de08e5d5,2012,,,1,AC Thomas,M Manhas,29,15,0,3,1,12,9,0,1,16,6,0,2
6480bb949f5853dfe76c99d9,2017,,,2,DA Warner,KS Williamson,29,26,1,1,1,8,12,0,0,21,14,1,1
6480bba28257fe87dd859e3e,2015,,,1,GJ Maxwell,M Vijay,29,20,5,0,1,12,9,2,0,17,11,3,0
6480bba1c0aa361f3c6e454c,2015,,,2,F du Plessis,SK Raina,29,26,3,1,1,11,13,2,0,17,13,1,1
6480bb9b4b74852492343291,2007/08,,,1,Misbah-ul-Haq,SP Goswami,29,25,3,0,1,5,7,0,0,23,18,3,0
6480bb974086cbea889134af,2021,,,2,RR Pant,S Dhawan,29,18,5,0,1,7,8,1,0,20,10,4,0
6480bb9442c4889bcbb4a784,2017,,,2,MK Tiwary,RA Tripathi,29,20,4,1,1,8,9,1,0,20,11,3,1
6480bb9824c4678d005d7aeb,2022,,,2,SS Iyer,VR Iyer,29,15,1,2,1,21,8,1,2,6,7,0,0
6480bb941ab79050c3c90ee5,2018,,,1,N Rana,RV Uthappa,29,17,2,2,1,16,14,2,0,13,3,0,2
6480bb95af5853799812b0f6,2019,,,1,MK Pandey,V Shankar,29,15,3,1,0,8,5,1,0,20,10,2,1
6480bb94f06c6048c8088194,2018,,,1,RA Tripathi,SV Samson,29,26,2,0,1,17,15,2,0,11,11,0,0
6480bb999424dd02cf40772a,2022,,,1,MK Lomror,RM Patidar,29,17,4,0,1,14,9,2,0,13,8,2,0
6480bb967d799ced7fe5d8e9,2020/21,,,1,CH Gayle,KL Rahul,29,30,2,1,1,20,20,2,1,7,10,0,0
6480bb9db0ecec8acdd30619,2011,,,1,SS Tiwary,V Kohli,29,11,1,3,1,10,4,1,1,18,7,0,2
6480bb976344f6d667dfd965,2021,,,2,KD Karthik,N Rana,29,20,2,2,1,12,14,2,0,17,6,0,2
6480bb9ca5c1d511ad78e92d,2009,,,1,JH Kallis,LRPL Taylor,29,15,1,3,1,3,3,0,0,25,12,1,3
6480bb98cbaaf700d226941a,2022,,,2,KA Pollard,M Ashwin,29,22,3,1,1,18,14,2,1,6,8,1,0
6480bba2c5a614e0fd10cd19,2016,,,2,CA Lynn,YK Pathan,29,16,4,0,0,10,8,0,0,19,8,4,0
6480bba1de7febd9f1f0138e,2014,,,1,F du Plessis,R Ashwin,29,29,1,0,1,14,13,0,0,14,16,1,0
6480bb9b72f6a46338302131,2009,,,1,AC Gilchrist,TL Suman,29,23,2,2,1,7,10,1,0,20,13,1,2
6480bb981f136a7564719d7f,2022,,,1,LS Livingstone,M Shahrukh Khan,29,13,3,2,1,14,6,3,0,15,7,0,2
6480bba107ba9f7f041862c1,2014,,,1,BB McCullum,MS Dhoni,29,23,1,1,1,14,12,0,1,13,11,1,0
6480bb9bb070eb19f9ac8a76,2007/08,,,1,DPMD Jayawardene,PP Chawla,29,15,1,2,0,11,6,0,1,16,9,1,1
6480bb98323919fff9902666,2022,,,1,JM Bairstow,MA Agarwal,29,24,3,0,1,11,11,1,0,15,13,2,0
6480bb958e752648ab95362b,2019,,,1,AD Russell,HF Gurney,29,21,3,2,0,27,16,3,2,1,5,0,0
6480bb9d967f5a4cfbd8c74d,2011,,,1,JR Hopes,V Sehwag,29,28,3,1,1,5,11,0,0,23,17,3,1
6480bb94009d0662ee94f07b,2018,,,2,DJ Hooda,YK Pathan,29,28,2,0,1,15,14,0,0,14,14,2,0
6480bb96c95abb10156a6055,2020/21,,,1,HH Pandya,SS Tiwary,29,19,2,2,1,13,8,0,2,16,11,2,0
6480bb9ff2e0b1df0c3972c9,2012,,,2,DJ Hussey,PP Chawla,29,26,2,1,1,19,12,2,1,10,14,0,0
6480bb9ea75f51e7a33e90ed,2012,,,2,Azhar Mahmood,Mandeep Singh,29,23,0,2,1,18,12,0,2,10,11,0,0
6480bb99e909d98c8193bac5,2023,,,2,AU Rashid,Abdul Samad,29,20,1,1,1,18,13,1,1,6,7,0,0
6480bba16796f9a72374865f,2015,,,2,AP Tare,RG Sharma,29,21,4,1,1,7,7,1,0,21,14,3,1
6480bb9e2c96ab2b87d9466a,2011,,,2,IK Pathan,JR Hopes,29,19,5,0,1,22,15,4,0,6,4,1,0
6480bb975156c246a0ee40b1,2021,,,2,MK Pandey,Mohammad Nabi,29,18,2,1,1,12,7,0,1,14,11,2,0
6480bb9746dfc5c467942a84,2021,,,2,KA Pollard,SS Tiwary,29,23,3,1,1,15,14,1,1,13,9,2,0
6480bb994aafcf67cd092a7d,2023,,,1,DA Warner,PP Shaw,29,16,3,0,1,12,11,2,0,7,5,1,0
6480bb9516b0dbc1972e5c3c,2018,,,1,AD Russell,KD Karthik,29,18,1,3,1,19,13,1,2,9,5,0,1
6480bb9f955d5c84cde78f58,2012,,,1,AM Rahane,R Dravid,29,27,5,0,1,6,7,1,0,21,20,4,0
6480bba2563745309ee2bdfb,2016,,,1,Ishan Kishan,JP Faulkner,29,28,2,0,1,20,15,2,0,9,13,0,0
6480bb9da3dc1406b000cc98,2011,,,1,MD Mishra,Yuvraj Singh,29,23,1,1,1,7,11,0,0,21,12,1,1
6480bb9f210b6e50fb2072ae,2013,,,2,G Gambhir,MK Tiwary,29,21,2,1,1,12,9,0,1,17,12,2,0
6480bb9b82dc3ec84c520466,2009,,,1,KP Pietersen,V Kohli,29,18,2,1,1,8,6,1,0,19,12,1,1
6480bb9dd10e35e6145534dc,2011,,,1,JP Duminy,KC Sangakkara,29,19,4,0,1,7,9,0,0,20,10,4,0
6480bba1bd00c57fb3301f04,2014,,,2,DA Miller,WP Saha,29,12,3,2,0,1,1,0,0,27,11,3,2
6480bb97a42828c5a5ebef1c,2020/21,,,2,AR Patel,K Rabada,29,26,2,1,1,12,12,0,1,15,14,2,0
6480bb9f955d5c84cde78f58,2012,,,2,AD Mathews,SPD Smith,29,24,3,0,1,8,9,0,0,21,15,3,0
6480bba28724848c0f3ef034,2015,,,1,LMP Simmons,PA Patel,29,26,4,0,1,8,12,1,0,21,14,3,0
6480bb99b35dc0981e512451,2022,,,1,JC Buttler,SV Samson,29,26,4,0,1,15,15,2,0,14,11,2,0
6480bb9b46b4360184dc19f3,2007/08,,,1,AC Gilchrist,DB Ravi Teja,29,16,6,0,1,18,10,4,0,10,6,2,0
6480bb9516b0dbc1972e5c3c,2018,,,1,AD Russell,JPR Scantlebury-Searles,29,15,1,3,1,25,10,1,3,2,5,0,0
6480bb95e25835586d412978,2018,,,1,MA Agarwal,MP Stoinis,29,17,1,2,1,11,7,0,1,17,10,1,1
6480bb9da398a7c3c645732c,2011,,,1,R Dravid,SR Watson,29,27,2,1,1,12,13,2,0,12,14,0,1
6480bba1670ace74604a420f,2015,,,1,F du Plessis,RA Jadeja,29,25,2,1,1,15,14,1,0,13,11,1,1
6480bb9cf1471ad233c7b0af,2009,,,2,MM Patel,SK Trivedi,29,18,5,0,0,23,10,5,0,5,8,0,0
6480bba03b6f98689b851317,2013,,,2,DJ Hussey,M Vohra,29,20,3,1,1,10,9,1,0,19,11,2,1
6480bb9e32ed1b9e077b8c11,2011,,,1,AM Rahane,J Botha,29,22,2,1,1,17,10,1,1,11,12,1,0
6480bb949a2d28d1ad7d367f,2018,,,2,DA Miller,MP Stoinis,29,20,2,0,0,6,5,0,0,22,15,2,0
6480bb9e83b8575f74b8e962,2012,,,1,DJ Bravo,JA Morkel,29,8,2,3,1,1,1,0,0,28,7,2,3
6480bb958e752648ab95362b,2019,,,1,AD Russell,PP Chawla,29,32,2,2,1,21,19,2,1,8,13,0,1
6480bb95b84f125c6212267a,2019,,,1,DA Warner,YK Pathan,29,15,2,1,0,22,9,2,1,6,6,0,0
6480bb9d5cca30c933d4baf4,2011,,,2,SR Watson,STR Binny,29,21,4,0,1,23,14,4,0,5,7,0,0
6480bb948f3284f793b2763c,2018,,,1,HH Pandya,RG Sharma,29,10,2,3,1,13,4,0,2,15,6,2,1
6480bba2e680f2464af841ae,2015,,,2,DA Warner,S Dhawan,29,23,3,1,1,16,13,1,1,13,10,2,0
6480bb9c442caaabe9eb2275,2009,,,2,PR Shah,SR Tendulkar,29,30,2,0,1,10,16,0,0,15,14,2,0
6480bb966c197bad273f91f1,2020/21,,,1,KH Pandya,SA Yadav,29,28,2,1,1,12,17,0,1,16,11,2,0
6480bb9bcc2f6123673672d0,2007/08,,,2,RV Uthappa,SM Pollock,29,21,4,0,1,12,6,2,0,16,15,2,0
6480bba1a6882d256a926a8b,2014,,,2,MK Tiwary,R Shukla,29,21,4,0,1,13,9,2,0,14,12,2,0
6480bb9c17dcdfd5b06984f0,2009/10,,,2,CH Gayle,DJ Hussey,29,23,2,1,1,16,12,1,1,11,11,1,0
6480bba107ba9f7f041862c1,2014,,,1,MS Dhoni,RA Jadeja,29,16,1,2,0,9,6,0,1,17,10,1,1
6480bba3e9fa951efcfc8bfb,2016,,,1,AR Patel,DA Miller,29,11,1,2,0,16,5,0,2,11,6,1,0
6480bb96e76ccde6082d7564,2020/21,,,2,KL Rahul,N Pooran,29,18,3,1,1,13,8,1,0,16,10,2,1
6480bba2aecb4103bab63c15,2016,,,2,SA Yadav,Shakib Al Hasan,29,22,1,2,1,23,13,1,2,3,9,0,0
6480bba1af51ddc81185931d,2014,,,1,VH Zol,YV Takawale,29,24,4,1,1,11,8,0,1,18,16,4,0
6480bb94351a8b10e20d14d9,2017,,,2,DR Smith,SK Raina,29,12,3,2,1,14,6,0,2,14,6,3,0
6480bba01893b0faadb9c761,2013,,,1,DR Smith,SR Tendulkar,29,22,5,0,1,4,9,0,0,23,13,5,0
6480bb9f36ad55c3c7fd6548,2012,,,2,R Bhatia,YK Pathan,29,16,4,0,1,12,7,2,0,14,9,2,0
6480bba2a94dd2c01769b3ae,2016,,,2,JP Duminy,SV Samson,29,16,3,1,0,13,7,2,0,15,9,1,1
6480bb960d5042aa46b7776b,2020/21,,,1,JL Pattinson,KA Pollard,29,13,0,4,1,3,4,0,0,26,9,0,4
6480bba26ca6ec72ba377236,2016,,,1,DJ Hooda,MC Henriques,29,11,1,3,1,2,2,0,0,26,9,1,3
6480bba08ffdd4393211d261,2014,,,2,DR Smith,SK Raina,29,19,2,2,1,15,9,1,1,14,10,1,1
6480bb9d716a89dbf5e486d0,2011,,,1,AM Rahane,J Botha,29,26,2,1,1,18,17,1,1,10,9,1,0
6480bb9765a785922ad360fe,2021,,,1,KS Williamson,WP Saha,29,27,2,1,1,6,10,0,0,18,17,2,1
6480bb9c5d0fccb6a3a6d37d,2009,,,2,SK Warne,SM Harwood,29,17,2,1,0,20,10,2,1,6,7,0,0
6480bba140ee53a14fe06e0d,2014,,,2,BB McCullum,DR Smith,29,27,3,1,1,13,11,1,1,14,16,2,0
6480bb96e834e1c16b33f325,2020/21,,,1,GJ Maxwell,N Pooran,29,12,1,3,0,3,4,0,0,25,8,1,3
6480bb9f87652064dab6c573,2013,,,1,DA Miller,DJ Hussey,29,27,1,0,1,19,15,1,0,9,12,0,0
6480bba1af9481df8b4f9f0f,2015,,,2,CH Gayle,V Kohli,29,29,2,1,1,12,14,2,0,13,15,0,1
6480bba2d313234709068efb,2015,,,1,LMP Simmons,PA Patel,29,24,4,0,1,9,13,1,0,19,11,3,0
6480bba2b5d601f8354f5b5a,2016,,,2,M Vohra,SE Marsh,29,28,5,0,1,16,12,3,0,13,16,2,0
6480bb9574ca455ec008e942,2018,,,1,DJ Hooda,Shakib Al Hasan,29,28,3,0,1,10,13,0,0,18,15,3,0
6480bb9f9a70ecf3467829df,2013,,,2,R Dravid,SR Watson,29,23,1,1,1,6,9,0,0,21,14,1,1
6480bb9e300070746cc2eb67,2011,,,1,M Vijay,MS Dhoni,29,20,0,2,1,6,8,0,0,22,12,0,2
6480bb9e9162dceff15dc334,2011,,,1,DPMD Jayawardene,RA Jadeja,29,27,1,2,1,12,9,0,1,17,18,1,1
6480bb9c7a11e1cbeea46b0e,2009/10,,,2,AD Mascarenhas,P Dogra,28,12,2,2,1,4,4,0,0,23,8,2,2
6480bba3aa840e4e9450a200,2016,,,2,STR Binny,V Kohli,28,19,2,0,0,16,11,2,0,7,8,0,0
6480bb9c8c6c106c6ffbeae4,2009/10,,,1,DW Steyn,V Kohli,28,15,3,1,1,8,9,1,0,16,6,2,1
6480bb9834c7569d5fa64353,2022,,,2,D Padikkal,JC Buttler,28,12,5,1,1,0,1,0,0,28,11,5,1
6480bb9d03ce4b87b32b91f5,2009/10,,,2,MEK Hussey,SK Raina,28,19,0,2,1,8,11,0,0,18,8,0,2
6480bba0cdc200ad3ab8fbf5,2014,,,1,BB McCullum,MS Dhoni,28,19,2,1,0,10,8,1,0,14,11,1,1
6480bb9a21e416835389fd53,2023,,,1,DP Conway,MM Ali,28,13,5,0,1,17,7,3,0,10,6,2,0
6480bb98f01e4672b988c112,2022,,,1,R Parag,SO Hetmyer,28,9,0,4,1,8,4,0,1,20,5,0,3
6480bb9de80788b3c3ebe4e1,2009/10,,,1,AA Jhunjhunwala,AC Voges,28,25,1,0,1,13,13,0,0,14,12,1,0
6480bb9e93f969bcc8a79433,2011,,,1,JH Kallis,MK Tiwary,28,24,3,0,0,12,12,1,0,15,12,2,0
6480bba37e4fcb8af147f79b,2016,,,2,CH Morris,NM Coulter-Nile,28,10,3,2,0,26,7,3,2,2,3,0,0
6480bb9b724406459cd357c9,2007/08,,,2,MV Boucher,R Dravid,28,29,2,0,1,13,17,1,0,15,12,1,0
6480bba388682c5ca10ff37a,2016,,,2,DA Warner,Yuvraj Singh,28,22,3,1,1,8,9,1,0,19,13,2,1
6480bba2c5a614e0fd10cd19,2016,,,1,JC Buttler,RG Sharma,28,24,4,0,1,15,15,2,0,13,9,2,0
6480bb95e435367dc64d9844,2019,,,1,BCJ Cutting,HH Pandya,28,14,3,1,1,6,6,1,0,20,8,2,1
6480bb94f1c027945eeb8b10,2017,,,1,S Dhawan,V Shankar,28,22,1,0,0,12,10,0,0,15,12,1,0
6480bb96f8379d02d3435ceb,2020/21,,,1,RA Tripathi,SP Narine,28,17,2,1,1,10,8,1,0,17,9,1,1
6480bb9c761c43b2dfb9767d,2009,,,1,KC Sangakkara,S Sohal,28,14,1,3,1,2,7,0,0,24,7,1,3
6480bb9e38040b358f5a34d8,2012,,,1,DJ Harris,S Dhawan,28,29,6,0,1,19,17,4,0,9,12,2,0
6480bb9da3dc1406b000cc98,2011,,,1,GC Smith,JD Ryder,28,24,2,2,1,12,14,2,0,15,10,0,2
6480bb9da398a7c3c645732c,2011,,,2,Harpreet Singh,M Manhas,28,32,1,0,1,12,17,0,0,16,15,1,0
6480bba048fb3d33ea0711e7,2013,,,2,PA Patel,S Dhawan,28,25,3,1,1,12,11,1,1,15,14,2,0
6480bb9df57ec21d17310ad2,2011,,,2,B Chipli,JP Duminy,28,20,2,1,1,19,12,2,1,6,8,0,0
6480bb9ea49fe0f895bf242a,2012,,,1,RE Levi,TL Suman,28,21,2,2,1,16,11,2,1,10,10,0,1
6480bb9774a44376e3b5eb6f,2021,,,2,KL Rahul,M Shahrukh Khan,28,17,3,1,1,12,9,2,0,16,8,1,1
6480bb958c7b985a2b586a02,2018,,,2,RV Uthappa,SP Narine,28,20,4,1,1,6,8,1,0,20,12,3,1
6480bba140ee53a14fe06e0d,2014,,,1,AP Tare,CJ Anderson,28,11,2,2,1,9,5,2,0,18,6,0,2
6480bb99d43295fa2d82c9dc,2023,,,1,GJ Maxwell,MK Lomror,28,15,0,3,1,16,8,0,2,11,7,0,1
6480bb9d22388e966342dba8,2009/10,,,2,AT Rayudu,KA Pollard,28,11,3,2,1,1,2,0,0,27,9,3,2
6480bb9c9685addc4a78d7d0,2009/10,,,2,CH Gayle,SC Ganguly,28,18,5,0,1,14,12,3,0,8,6,2,0
6480bb9553f3fc8903579544,2018,,,2,CA Lynn,RV Uthappa,28,22,3,2,1,21,15,3,1,7,7,0,1
6480bb95f214d4f82ab97ee5,2018,,,2,AD Russell,KD Karthik,28,16,4,1,0,11,5,2,0,16,11,2,1
6480bb9c1e676472f4841aa9,2009/10,,,2,JA Morkel,R Ashwin,28,22,2,1,1,15,12,1,1,11,10,1,0
6480bb99d43295fa2d82c9dc,2023,,,2,DA Warner,MK Pandey,28,20,5,0,1,18,9,4,0,10,11,1,0
6480bb945460b25d997060fb,2018,,,1,KD Karthik,N Rana,28,17,3,1,1,19,10,2,1,8,7,1,0
6480bba2c3207713bd927ce5,2015,,,1,KL Rahul,KV Sharma,28,16,1,2,0,17,9,1,1,11,7,0,1
6480bb9ee4565d108b29626f,2012,,,2,G Gambhir,MK Tiwary,28,22,3,0,1,14,9,2,0,13,13,1,0
6480bb9c89f35f11aae1f2d0,2009/10,,,2,AA Jhunjhunwala,NV Ojha,28,17,4,1,1,2,4,0,0,26,13,4,1
6480bb9baccf501985a56d64,2007/08,,,1,AD Mascarenhas,SR Watson,28,19,1,2,1,9,8,0,1,16,11,1,1
6480bba23ed328dbb847b4e7,2016,,,2,CA Lynn,G Gambhir,28,22,1,1,1,15,12,0,1,11,10,1,0
6480bb9b4b74852492343291,2007/08,,,1,Misbah-ul-Haq,Z Khan,28,7,2,3,0,24,6,1,3,4,1,1,0
6480bba287d112bccc55ccd2,2015,,,1,AR Patel,GJ Bailey,28,19,2,1,1,16,12,1,1,11,7,1,0
6480bb966f48b8ee03e6dff5,2020/21,,,1,SM Curran,SN Thakur,28,36,0,1,1,17,16,0,1,11,20,0,0
6480bb9d54ae15d3d0ed9e5e,2011,,,2,EJG Morgan,MK Tiwary,28,21,3,1,1,26,14,3,1,1,7,0,0
6480bba07e219ed95b7b06df,2013,,,1,BJ Rohrer,DA Warner,28,21,2,1,1,13,13,1,0,14,8,1,1
6480bba27b4786f36f706f8e,2016,,,1,Harbhajan Singh,R Vinay Kumar,28,21,3,1,1,15,10,3,0,12,11,0,1
6480bb963d224b9be17f2c75,2019,,,1,DA Warner,KS Williamson,28,23,2,0,1,13,9,0,0,13,14,2,0
6480bba1670ace74604a420f,2015,,,1,MS Dhoni,R Ashwin,28,19,1,2,1,15,11,0,2,12,8,1,0
6480bb94cf431881ac3e9cbf,2018,,,2,AB de Villiers,Mandeep Singh,28,13,3,1,0,10,4,2,0,17,9,1,1
6480bb9dfa7d0510ae3a7b40,2011,,,1,DA Warner,V Sehwag,28,23,6,0,1,16,16,3,0,12,7,3,0
6480bb93d5dc00a79edede9c,2017,,,1,JC Buttler,PA Patel,28,19,5,0,1,14,11,3,0,13,8,2,0
6480bb9eda28fb340ed37b49,2012,,,2,G Gambhir,MS Bisla,28,25,5,0,1,15,12,3,0,10,13,2,0
6480bb9dd4e6757f7ded95e9,2009/10,,,2,MR Marsh,RG Sharma,28,19,2,1,1,15,11,1,1,10,8,1,0
6480bb9a596c087c0396ec2e,2007/08,,,1,AM Nayar,RV Uthappa,28,20,3,0,1,10,9,1,0,15,11,2,0
6480bb9ac9149c73fdf073b3,2023,,,1,MS Dhoni,RA Jadeja,28,11,3,1,0,5,4,0,0,20,7,3,1
6480bba33195e5ebac1da82a,2016,,,1,N Rana,RG Sharma,28,36,0,2,1,17,22,0,2,8,14,0,0
6480bb9fcb2b412c0ebd4afa,2013,,,1,GH Vihari,PA Reddy,28,29,1,0,1,11,16,0,0,13,13,1,0
6480bb96c0ffb76dab723a2b,2019,,,2,SK Raina,SR Watson,28,12,1,3,1,3,3,0,0,24,9,1,3
6480bb9c0dec1a788da66d33,2009/10,,,2,JA Morkel,S Badrinath,28,15,1,3,1,25,9,1,3,2,6,0,0
6480bba29fb420d92aef1d2a,2015,,,1,J Botha,YK Pathan,28,15,3,1,1,12,6,1,1,14,9,2,0
6480bba2a215721aadf7a90a,2015,,,1,DJ Bravo,MS Dhoni,28,15,3,1,0,15,8,2,0,13,7,1,1
6480bb9836af59f8283f4081,2022,,,1,JC Buttler,SV Samson,28,18,2,2,1,10,11,2,0,16,7,0,2
6480bba1587a54176a9badf4,2014,,,2,DJG Sammy,JO Holder,28,18,2,2,1,10,6,0,1,16,12,2,1
6480bb9399a527d39bc17dad,2017,,,1,Ishan Kishan,RA Jadeja,28,18,0,2,1,19,9,0,2,9,9,0,0
6480bb99537b54b870dc74d1,2023,,,1,MW Short,S Dhawan,28,18,6,0,1,18,10,4,0,8,8,2,0
6480bba1d9f266a28a109f29,2015,,,1,AR Patel,GJ Bailey,28,17,1,2,1,13,9,0,1,15,8,1,1
6480bb973d98bfd2d4a5f108,2020/21,,,2,N Rana,Shubman Gill,28,24,2,1,1,9,14,1,0,18,10,1,1
6480bb97cca23939859c422e,2021,,,2,KS Williamson,Virat Singh,28,34,3,0,1,23,20,3,0,4,14,0,0
6480bb9e19dd5297ba8ca5f7,2011,,,1,CJ Ferguson,Yuvraj Singh,28,20,3,1,1,11,13,1,0,17,7,2,1
6480bb9a8cf29e28434bb1d5,2023,,,2,HH Pandya,R Tewatia,28,15,0,3,1,8,8,0,0,20,7,0,3
6480bb98cce4ab46512c2c03,2022,,,1,RD Gaikwad,RV Uthappa,28,15,3,1,1,1,4,0,0,21,11,3,1
6480bb97cca23939859c422e,2021,,,2,JM Bairstow,KS Williamson,28,14,3,2,1,16,6,1,2,11,8,2,0
6480bb9718a9b89de407178b,2021,,,2,MP Stoinis,RR Pant,28,16,2,1,1,22,11,2,1,4,5,0,0
6480bb9ca5c1d511ad78e92d,2009,,,2,AB de Villiers,KD Karthik,28,27,2,0,1,18,16,2,0,10,11,0,0
6480bba38056992b92414bab,2016,,,2,DA Warner,S Dhawan,28,21,1,2,1,18,16,1,1,10,5,0,1
6480bb95085c25712f29bd36,2019,,,2,DJ Bravo,MS Dhoni,28,15,1,2,1,5,4,0,0,22,11,1,2
6480bba2f3ed8323f852acfa,2016,,,2,DA Miller,SE Marsh,28,21,3,1,1,9,11,1,0,19,10,2,1
6480bba328f7475f4b87d3ff,2016,,,1,RA Jadeja,SK Raina,28,22,4,0,0,11,10,1,0,17,12,3,0
6480bb9cd6fe6fad0d6efbd9,2009/10,,,2,KD Karthik,M Manhas,28,28,2,0,0,13,18,1,0,11,10,1,0
6480bb9eb2690fb1ed356b42,2011,,,2,DT Christian,S Dhawan,28,24,2,0,1,8,10,0,0,18,14,2,0
6480bb99f33a7dd80eb0a544,2023,,,2,Atharva Taide,P Simran Singh,28,17,4,1,1,16,7,2,1,8,10,2,0
6480bba3aa840e4e9450a200,2016,,,2,SR Watson,V Kohli,28,29,1,1,1,14,18,0,1,14,11,1,0
6480bb9d29051b8e40c07d52,2011,,,2,BB McCullum,RA Jadeja,28,20,3,0,1,19,13,2,0,8,7,1,0
6480bb9c620c92d09ba1b6b9,2009,,,1,A Symonds,RG Sharma,28,22,1,1,1,21,13,1,1,7,9,0,0
6480bb99773871f8e2ddc4b1,2022,,,2,JM Bairstow,S Dhawan,28,18,5,0,1,23,15,5,0,5,3,0,0
6480bb9b7557e68b433167d5,2007/08,,,2,Kamran Akmal,YK Pathan,28,14,4,1,1,22,9,3,1,6,5,1,0
6480bb9a61edc0c77bc4bc86,2007/08,,,2,CK Kapugedera,MS Dhoni,28,24,1,0,1,8,8,0,0,18,16,1,0
6480bb9c7b7d7712bdc663de,2009/10,,,2,A Symonds,RG Sharma,28,24,2,0,1,15,11,2,0,11,13,0,0
6480bb995f3db9699a1f794d,2022,,,2,R Ashwin,YBK Jaiswal,28,21,0,2,1,13,11,0,1,14,10,0,1
6480bb97b97c36ac8be3582f,2021,,,1,Shahbaz Ahmed,V Kohli,28,20,2,1,1,14,10,0,1,13,10,2,0
6480bb97cca23939859c422e,2021,,,2,DA Warner,JM Bairstow,28,20,2,2,1,6,8,0,0,22,12,2,2
6480bb993e44f97eccb361fe,2023,,,2,Harpreet Singh,MW Short,28,22,3,1,1,5,7,1,0,21,15,2,1
6480bb99b4febfb641fddd39,2023,,,1,SA Yadav,Tilak Varma,28,21,2,1,1,12,11,1,0,16,10,1,1
6480bb9c89e2e8ecb04f94cb,2009/10,,,1,A Symonds,HH Gibbs,28,27,0,2,1,14,13,0,1,14,14,0,1
6480bb971c9e4a3ef11759f3,2021,,,2,EJG Morgan,KD Karthik,28,15,3,1,0,16,9,1,1,12,6,2,0
6480bba1e64915b9e7c849ca,2014,,,2,AR Patel,GJ Bailey,28,21,3,1,1,22,14,3,1,6,7,0,0
