matchID,season,battingTeam,bowlingTeam,over,ballNo,innings,bowler,playerOut,outType,fieldersInvolved
648026d7428162af25414990,2020/21,Delhi Capitals,Sunrisers Hyderabad,7,2,2,Rashid Khan,SS Iyer,caught,"[""Abdul Samad""]"
648026d7428162af25414990,2020/21,Delhi Capitals,Sunrisers Hyderabad,11,3,2,Rashid Khan,S Dhawan,caught,"[""JM Bairstow""]"
648026d7428162af25414990,2020/21,Delhi Capitals,Sunrisers Hyderabad,15,1,2,B Kumar,SO Hetmyer,caught,"[""MK Pandey""]"
648026d7428162af25414990,2020/21,Delhi Capitals,Sunrisers Hyderabad,16,4,2,Rashid Khan,RR Pant,caught,"[""PK Garg""]"
648026d7428162af25414990,2020/21,Delhi Capitals,Sunrisers Hyderabad,17,6,2,T Natarajan,MP Stoinis,lbw,
648026d7428162af25414990,2020/21,Delhi Capitals,Sunrisers Hyderabad,19,3,2,KK Ahmed,AR Patel,bowled,
648026d75d6aa881f7b62ee8,2020/21,Chennai Super Kings,Rajasthan Royals,2,6,1,JC Archer,F du Plessis,caught,"[""JC Buttler""]"
648026d75d6aa881f7b62ee8,2020/21,Chennai Super Kings,Rajasthan Royals,3,6,1,Kartik Tyagi,SR Watson,caught,"[""R Tewatia""]"
648026d75d6aa881f7b62ee8,2020/21,Chennai Super Kings,Rajasthan Royals,8,2,1,S Gopal,SM Curran,caught,"[""JC Buttler""]"
648026d75d6aa881f7b62ee8,2020/21,Chennai Super Kings,Rajasthan Royals,9,6,1,R Tewatia,AT Rayudu,caught,"[""SV Samson""]"
648026d75d6aa881f7b62ee8,2020/21,Chennai Super Kings,Rajasthan Royals,17,4,1,Kartik Tyagi,MS Dhoni,run out,
648026d75d6aa881f7b62ee8,2020/21,Rajasthan Royals,Chennai Super Kings,2,6,2,DL Chahar,BA Stokes,bowled,
648026d75d6aa881f7b62ee8,2020/21,Rajasthan Royals,Chennai Super Kings,3,2,2,JR Hazlewood,RV Uthappa,caught,"[""MS Dhoni""]"
648026d75d6aa881f7b62ee8,2020/21,Rajasthan Royals,Chennai Super Kings,4,3,2,DL Chahar,SV Samson,caught,"[""MS Dhoni""]"
648026d7875b37de1be695eb,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,10,6,1,V Shankar,D Padikkal,bowled,
648026d7875b37de1be695eb,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,11,1,1,Abhishek Sharma,AJ Finch,lbw,
648026d7875b37de1be695eb,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,15,5,1,T Natarajan,V Kohli,caught,"[""Rashid Khan""]"
648026d7875b37de1be695eb,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,19,3,1,B Kumar,AB de Villiers,run out,
648026d7875b37de1be695eb,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,19,6,1,B Kumar,S Dube,run out,
648026d7875b37de1be695eb,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,1,6,2,UT Yadav,DA Warner,run out,
648026d7875b37de1be695eb,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,11,6,2,YS Chahal,MK Pandey,caught,"[""Navdeep Saini""]"
648026d7875b37de1be695eb,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,15,2,2,YS Chahal,JM Bairstow,bowled,
648026d7875b37de1be695eb,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,15,3,2,YS Chahal,V Shankar,bowled,
648026d7875b37de1be695eb,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,16,3,2,S Dube,PK Garg,bowled,
648026d7875b37de1be695eb,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,16,6,2,S Dube,Abhishek Sharma,run out,
648026d7875b37de1be695eb,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,17,5,2,Navdeep Saini,B Kumar,bowled,
648026d7875b37de1be695eb,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,17,7,2,Navdeep Saini,Rashid Khan,bowled,
648026d7875b37de1be695eb,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,18,2,2,S Dube,MR Marsh,caught,"[""V Kohli""]"
648026d7875b37de1be695eb,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,19,4,2,DW Steyn,Sandeep Sharma,caught,"[""V Kohli""]"
648026d70d8c52579de42072,2020/21,Delhi Capitals,Mumbai Indians,0,3,1,TA Boult,S Dhawan,caught,"[""SA Yadav""]"
648026d70d8c52579de42072,2020/21,Delhi Capitals,Mumbai Indians,2,6,1,TA Boult,PP Shaw,caught,"[""Q de Kock""]"
648026d70d8c52579de42072,2020/21,Delhi Capitals,Mumbai Indians,10,2,1,RD Chahar,SS Iyer,stumped,"[""Q de Kock""]"
648026d70d8c52579de42072,2020/21,Delhi Capitals,Mumbai Indians,11,1,1,JJ Bumrah,MP Stoinis,caught,"[""Q de Kock""]"
648026d70d8c52579de42072,2020/21,Delhi Capitals,Mumbai Indians,11,4,1,JJ Bumrah,RR Pant,lbw,
648026d70d8c52579de42072,2020/21,Delhi Capitals,Mumbai Indians,13,6,1,JJ Bumrah,HV Patel,lbw,
648026d70d8c52579de42072,2020/21,Delhi Capitals,Mumbai Indians,15,2,1,NM Coulter-Nile,SO Hetmyer,caught,"[""KH Pandya""]"
648026d70d8c52579de42072,2020/21,Delhi Capitals,Mumbai Indians,18,1,1,TA Boult,R Ashwin,caught,"[""KH Pandya""]"
648026d70d8c52579de42072,2020/21,Delhi Capitals,Mumbai Indians,19,6,1,JJ Bumrah,K Rabada,run out,
648026d70d8c52579de42072,2020/21,Mumbai Indians,Delhi Capitals,10,2,2,A Nortje,Q de Kock,bowled,
648026d771d633c8f1f8a190,2020/21,Kolkata Knight Riders,Chennai Super Kings,7,2,1,KV Sharma,Shubman Gill,bowled,
648026d771d633c8f1f8a190,2020/21,Kolkata Knight Riders,Chennai Super Kings,8,3,1,MJ Santner,SP Narine,caught,"[""RA Jadeja""]"
648026d771d633c8f1f8a190,2020/21,Kolkata Knight Riders,Chennai Super Kings,12,5,1,RA Jadeja,RK Singh,caught,"[""AT Rayudu""]"
648026d771d633c8f1f8a190,2020/21,Kolkata Knight Riders,Chennai Super Kings,17,2,1,L Ngidi,N Rana,caught,"[""SM Curran""]"
648026d771d633c8f1f8a190,2020/21,Kolkata Knight Riders,Chennai Super Kings,19,2,1,L Ngidi,EJG Morgan,caught,"[""RD Gaikwad""]"
648026d771d633c8f1f8a190,2020/21,Chennai Super Kings,Kolkata Knight Riders,7,3,2,CV Varun,SR Watson,caught,"[""RK Singh""]"
648026d771d633c8f1f8a190,2020/21,Chennai Super Kings,Kolkata Knight Riders,13,4,2,PJ Cummins,AT Rayudu,caught,"[""SP Narine""]"
648026d771d633c8f1f8a190,2020/21,Chennai Super Kings,Kolkata Knight Riders,14,4,2,CV Varun,MS Dhoni,bowled,
648026d771d633c8f1f8a190,2020/21,Chennai Super Kings,Kolkata Knight Riders,17,2,2,PJ Cummins,RD Gaikwad,bowled,
648026d7b69a2fb090b330cb,2020/21,Kings XI Punjab,Rajasthan Royals,0,6,1,JC Archer,Mandeep Singh,caught,"[""BA Stokes""]"
648026d7b69a2fb090b330cb,2020/21,Kings XI Punjab,Rajasthan Royals,14,5,1,BA Stokes,KL Rahul,caught,"[""R Tewatia""]"
648026d7b69a2fb090b330cb,2020/21,Kings XI Punjab,Rajasthan Royals,17,7,1,BA Stokes,N Pooran,caught,"[""R Tewatia""]"
648026d7b69a2fb090b330cb,2020/21,Kings XI Punjab,Rajasthan Royals,19,4,1,JC Archer,CH Gayle,bowled,
648026d7b69a2fb090b330cb,2020/21,Rajasthan Royals,Kings XI Punjab,5,3,2,CJ Jordan,BA Stokes,caught,"[""DJ Hooda""]"
648026d7b69a2fb090b330cb,2020/21,Rajasthan Royals,Kings XI Punjab,10,5,2,M Ashwin,RV Uthappa,caught,"[""N Pooran""]"
648026d7b69a2fb090b330cb,2020/21,Rajasthan Royals,Kings XI Punjab,14,2,2,Ravi Bishnoi,SV Samson,run out,
648026d7746fd39c08e04707,2020/21,Mumbai Indians,Sunrisers Hyderabad,0,5,1,Sandeep Sharma,RG Sharma,caught,"[""JM Bairstow""]"
648026d7746fd39c08e04707,2020/21,Mumbai Indians,Sunrisers Hyderabad,5,5,1,S Kaul,SA Yadav,caught,"[""T Natarajan""]"
648026d7746fd39c08e04707,2020/21,Mumbai Indians,Sunrisers Hyderabad,13,1,1,Rashid Khan,Q de Kock,caught and bowled,
648026d7746fd39c08e04707,2020/21,Mumbai Indians,Sunrisers Hyderabad,14,6,1,Sandeep Sharma,Ishan Kishan,caught,"[""MK Pandey""]"
648026d7746fd39c08e04707,2020/21,Mumbai Indians,Sunrisers Hyderabad,19,2,1,S Kaul,HH Pandya,bowled,
648026d7746fd39c08e04707,2020/21,Sunrisers Hyderabad,Mumbai Indians,4,1,2,TA Boult,JM Bairstow,caught,"[""HH Pandya""]"
648026d7746fd39c08e04707,2020/21,Sunrisers Hyderabad,Mumbai Indians,9,6,2,JL Pattinson,MK Pandey,caught,"[""KA Pollard""]"
648026d7746fd39c08e04707,2020/21,Sunrisers Hyderabad,Mumbai Indians,12,2,2,TA Boult,KS Williamson,caught,"[""Q de Kock""]"
648026d7746fd39c08e04707,2020/21,Sunrisers Hyderabad,Mumbai Indians,14,1,2,KH Pandya,PK Garg,caught,"[""RD Chahar""]"
648026d7746fd39c08e04707,2020/21,Sunrisers Hyderabad,Mumbai Indians,15,4,2,JL Pattinson,DA Warner,caught,"[""Ishan Kishan""]"
648026d7746fd39c08e04707,2020/21,Sunrisers Hyderabad,Mumbai Indians,18,2,2,JJ Bumrah,Abdul Samad,caught,"[""RG Sharma""]"
648026d7746fd39c08e04707,2020/21,Sunrisers Hyderabad,Mumbai Indians,18,5,2,JJ Bumrah,Abhishek Sharma,bowled,
648026d7eb926a94e7a4734f,2020/21,Delhi Capitals,Chennai Super Kings,10,4,1,PP Chawla,S Dhawan,lbw,
648026d7eb926a94e7a4734f,2020/21,Delhi Capitals,Chennai Super Kings,12,2,1,PP Chawla,PP Shaw,stumped,"[""MS Dhoni""]"
648026d7eb926a94e7a4734f,2020/21,Delhi Capitals,Chennai Super Kings,18,6,1,SM Curran,SS Iyer,caught,"[""MS Dhoni""]"
648026d7eb926a94e7a4734f,2020/21,Chennai Super Kings,Delhi Capitals,4,2,2,AR Patel,SR Watson,caught,"[""SO Hetmyer""]"
648026d7eb926a94e7a4734f,2020/21,Chennai Super Kings,Delhi Capitals,5,7,2,A Nortje,M Vijay,caught,"[""K Rabada""]"
648026d7eb926a94e7a4734f,2020/21,Chennai Super Kings,Delhi Capitals,9,1,2,AR Patel,RD Gaikwad,run out,
648026d7eb926a94e7a4734f,2020/21,Chennai Super Kings,Delhi Capitals,15,4,2,A Nortje,KM Jadhav,lbw,
648026d7eb926a94e7a4734f,2020/21,Chennai Super Kings,Delhi Capitals,17,2,2,K Rabada,F du Plessis,caught,"[""RR Pant""]"
648026d7eb926a94e7a4734f,2020/21,Chennai Super Kings,Delhi Capitals,19,3,2,K Rabada,MS Dhoni,caught,"[""RR Pant""]"
648026d7eb926a94e7a4734f,2020/21,Chennai Super Kings,Delhi Capitals,19,6,2,K Rabada,RA Jadeja,caught,"[""A Mishra""]"
648026d7afb9f30c81994629,2020/21,Royal Challengers Bangalore,Kolkata Knight Riders,7,5,1,AD Russell,D Padikkal,bowled,
648026d7afb9f30c81994629,2020/21,Royal Challengers Bangalore,Kolkata Knight Riders,12,2,1,M Prasidh Krishna,AJ Finch,bowled,
648026d7afb9f30c81994629,2020/21,Kolkata Knight Riders,Royal Challengers Bangalore,3,6,2,Navdeep Saini,T Banton,bowled,
648026d7afb9f30c81994629,2020/21,Kolkata Knight Riders,Royal Challengers Bangalore,7,6,2,Washington Sundar,N Rana,bowled,
648026d7afb9f30c81994629,2020/21,Kolkata Knight Riders,Royal Challengers Bangalore,9,3,2,Washington Sundar,Shubman Gill,run out,
648026d7afb9f30c81994629,2020/21,Kolkata Knight Riders,Royal Challengers Bangalore,10,3,2,YS Chahal,KD Karthik,bowled,
648026d7afb9f30c81994629,2020/21,Kolkata Knight Riders,Royal Challengers Bangalore,11,1,2,Washington Sundar,EJG Morgan,caught,"[""I Udana""]"
648026d7afb9f30c81994629,2020/21,Kolkata Knight Riders,Royal Challengers Bangalore,13,5,2,I Udana,AD Russell,caught,"[""Mohammed Siraj""]"
648026d7afb9f30c81994629,2020/21,Kolkata Knight Riders,Royal Challengers Bangalore,14,5,2,CH Morris,PJ Cummins,caught,"[""D Padikkal""]"
648026d7afb9f30c81994629,2020/21,Kolkata Knight Riders,Royal Challengers Bangalore,16,6,2,Mohammed Siraj,RA Tripathi,caught,"[""CH Morris""]"
648026d7afb9f30c81994629,2020/21,Kolkata Knight Riders,Royal Challengers Bangalore,18,6,2,CH Morris,KL Nagarkoti,bowled,
648026d7d0674a132508da04,2020/21,Mumbai Indians,Rajasthan Royals,0,5,1,JC Archer,Q de Kock,bowled,
648026d7d0674a132508da04,2020/21,Mumbai Indians,Rajasthan Royals,10,4,1,Kartik Tyagi,Ishan Kishan,caught,"[""JC Archer""]"
648026d7d0674a132508da04,2020/21,Mumbai Indians,Rajasthan Royals,12,2,1,S Gopal,SA Yadav,caught,"[""BA Stokes""]"
648026d7d0674a132508da04,2020/21,Mumbai Indians,Rajasthan Royals,12,6,1,S Gopal,KA Pollard,bowled,
648026d7d0674a132508da04,2020/21,Mumbai Indians,Rajasthan Royals,18,1,1,JC Archer,SS Tiwary,caught,"[""BA Stokes""]"
648026d7d0674a132508da04,2020/21,Rajasthan Royals,Mumbai Indians,1,5,2,JL Pattinson,RV Uthappa,caught,"[""KA Pollard""]"
648026d7d0674a132508da04,2020/21,Rajasthan Royals,Mumbai Indians,4,4,2,JL Pattinson,SPD Smith,bowled,
648026d70a7bdd88b0292bc4,2020/21,Sunrisers Hyderabad,Kings XI Punjab,15,1,1,Ravi Bishnoi,DA Warner,caught,"[""GJ Maxwell""]"
648026d70a7bdd88b0292bc4,2020/21,Sunrisers Hyderabad,Kings XI Punjab,15,4,1,Ravi Bishnoi,JM Bairstow,lbw,
648026d70a7bdd88b0292bc4,2020/21,Sunrisers Hyderabad,Kings XI Punjab,16,1,1,Arshdeep Singh,MK Pandey,caught and bowled,
648026d70a7bdd88b0292bc4,2020/21,Sunrisers Hyderabad,Kings XI Punjab,17,5,1,Ravi Bishnoi,Abdul Samad,caught,"[""Arshdeep Singh""]"
648026d70a7bdd88b0292bc4,2020/21,Sunrisers Hyderabad,Kings XI Punjab,18,1,1,Arshdeep Singh,PK Garg,caught,"[""N Pooran""]"
648026d70a7bdd88b0292bc4,2020/21,Sunrisers Hyderabad,Kings XI Punjab,19,5,1,Mohammed Shami,Abhishek Sharma,caught,"[""GJ Maxwell""]"
648026d70a7bdd88b0292bc4,2020/21,Kings XI Punjab,Sunrisers Hyderabad,1,3,2,KK Ahmed,MA Agarwal,run out,
648026d70a7bdd88b0292bc4,2020/21,Kings XI Punjab,Sunrisers Hyderabad,4,2,2,KK Ahmed,P Simran Singh,caught,"[""PK Garg""]"
648026d70a7bdd88b0292bc4,2020/21,Kings XI Punjab,Sunrisers Hyderabad,6,4,2,Abhishek Sharma,KL Rahul,caught,"[""KS Williamson""]"
648026d70a7bdd88b0292bc4,2020/21,Kings XI Punjab,Sunrisers Hyderabad,10,7,2,T Natarajan,GJ Maxwell,run out,
648026d70a7bdd88b0292bc4,2020/21,Kings XI Punjab,Sunrisers Hyderabad,12,3,2,Rashid Khan,Mandeep Singh,bowled,
648026d70a7bdd88b0292bc4,2020/21,Kings XI Punjab,Sunrisers Hyderabad,13,5,2,KK Ahmed,Mujeeb Ur Rahman,caught,"[""JM Bairstow""]"
648026d70a7bdd88b0292bc4,2020/21,Kings XI Punjab,Sunrisers Hyderabad,14,5,2,Rashid Khan,N Pooran,caught,"[""T Natarajan""]"
648026d70a7bdd88b0292bc4,2020/21,Kings XI Punjab,Sunrisers Hyderabad,14,6,2,Rashid Khan,Mohammed Shami,lbw,
648026d70a7bdd88b0292bc4,2020/21,Kings XI Punjab,Sunrisers Hyderabad,16,2,2,T Natarajan,SS Cottrell,bowled,
648026d70a7bdd88b0292bc4,2020/21,Kings XI Punjab,Sunrisers Hyderabad,16,5,2,T Natarajan,Arshdeep Singh,caught,"[""DA Warner""]"
648026d76119dc3d08aca0b2,2020/21,Delhi Capitals,Rajasthan Royals,0,1,1,JC Archer,PP Shaw,bowled,
648026d76119dc3d08aca0b2,2020/21,Delhi Capitals,Rajasthan Royals,2,3,1,JC Archer,AM Rahane,caught,"[""RV Uthappa""]"
648026d76119dc3d08aca0b2,2020/21,Delhi Capitals,Rajasthan Royals,11,5,1,S Gopal,S Dhawan,caught,"[""Kartik Tyagi""]"
648026d76119dc3d08aca0b2,2020/21,Delhi Capitals,Rajasthan Royals,15,6,1,Kartik Tyagi,SS Iyer,caught,"[""JC Archer""]"
648026d76119dc3d08aca0b2,2020/21,Delhi Capitals,Rajasthan Royals,18,6,1,JC Archer,MP Stoinis,caught,"[""R Tewatia""]"
648026d76119dc3d08aca0b2,2020/21,Delhi Capitals,Rajasthan Royals,19,4,1,JD Unadkat,AT Carey,caught,"[""JC Archer""]"
648026d76119dc3d08aca0b2,2020/21,Delhi Capitals,Rajasthan Royals,19,6,1,JD Unadkat,AR Patel,caught,"[""Kartik Tyagi""]"
648026d76119dc3d08aca0b2,2020/21,Rajasthan Royals,Delhi Capitals,2,6,2,A Nortje,JC Buttler,bowled,
648026d76119dc3d08aca0b2,2020/21,Rajasthan Royals,Delhi Capitals,3,6,2,R Ashwin,SPD Smith,caught and bowled,
648026d76119dc3d08aca0b2,2020/21,Rajasthan Royals,Delhi Capitals,10,2,2,TU Deshpande,BA Stokes,caught,"[""Lalit Yadav""]"
648026d76119dc3d08aca0b2,2020/21,Rajasthan Royals,Delhi Capitals,11,4,2,AR Patel,SV Samson,bowled,
648026d76119dc3d08aca0b2,2020/21,Rajasthan Royals,Delhi Capitals,13,2,2,AR Patel,R Parag,run out,
648026d76119dc3d08aca0b2,2020/21,Rajasthan Royals,Delhi Capitals,17,3,2,A Nortje,RV Uthappa,bowled,
648026d76119dc3d08aca0b2,2020/21,Rajasthan Royals,Delhi Capitals,18,4,2,K Rabada,JC Archer,caught,"[""AM Rahane""]"
648026d76119dc3d08aca0b2,2020/21,Rajasthan Royals,Delhi Capitals,19,7,2,TU Deshpande,S Gopal,caught,"[""Lalit Yadav""]"
648026d7ebd9fdaff9de0b96,2020/21,Royal Challengers Bangalore,Chennai Super Kings,3,6,1,SM Curran,AJ Finch,caught,"[""RD Gaikwad""]"
648026d7ebd9fdaff9de0b96,2020/21,Royal Challengers Bangalore,Chennai Super Kings,6,1,1,MJ Santner,D Padikkal,caught,"[""RD Gaikwad""]"
648026d7ebd9fdaff9de0b96,2020/21,Royal Challengers Bangalore,Chennai Super Kings,17,3,1,DL Chahar,AB de Villiers,caught,"[""F du Plessis""]"
648026d7ebd9fdaff9de0b96,2020/21,Royal Challengers Bangalore,Chennai Super Kings,18,1,1,SM Curran,MM Ali,caught,"[""MJ Santner""]"
648026d7ebd9fdaff9de0b96,2020/21,Royal Challengers Bangalore,Chennai Super Kings,18,8,1,SM Curran,V Kohli,caught,"[""F du Plessis""]"
648026d7ebd9fdaff9de0b96,2020/21,Royal Challengers Bangalore,Chennai Super Kings,19,3,1,DL Chahar,CH Morris,bowled,
648026d7ebd9fdaff9de0b96,2020/21,Chennai Super Kings,Royal Challengers Bangalore,5,1,2,CH Morris,F du Plessis,caught,"[""Mohammed Siraj""]"
648026d7ebd9fdaff9de0b96,2020/21,Chennai Super Kings,Royal Challengers Bangalore,13,3,2,YS Chahal,AT Rayudu,bowled,
648026d70932883df9c3b479,2020/21,Sunrisers Hyderabad,Kolkata Knight Riders,3,6,1,PJ Cummins,JM Bairstow,bowled,
648026d70932883df9c3b479,2020/21,Sunrisers Hyderabad,Kolkata Knight Riders,9,1,1,CV Varun,DA Warner,caught and bowled,
648026d70932883df9c3b479,2020/21,Sunrisers Hyderabad,Kolkata Knight Riders,17,4,1,AD Russell,MK Pandey,caught and bowled,
648026d70932883df9c3b479,2020/21,Sunrisers Hyderabad,Kolkata Knight Riders,19,2,1,AD Russell,WP Saha,run out,
648026d70932883df9c3b479,2020/21,Kolkata Knight Riders,Sunrisers Hyderabad,1,2,2,KK Ahmed,SP Narine,caught,"[""DA Warner""]"
648026d70932883df9c3b479,2020/21,Kolkata Knight Riders,Sunrisers Hyderabad,4,4,2,T Natarajan,N Rana,caught,"[""WP Saha""]"
648026d70932883df9c3b479,2020/21,Kolkata Knight Riders,Sunrisers Hyderabad,6,2,2,Rashid Khan,KD Karthik,lbw,
648026d7b33884eb2679faf1,2020/21,Delhi Capitals,Kings XI Punjab,3,2,1,JDS Neesham,PP Shaw,caught,"[""GJ Maxwell""]"
648026d7b33884eb2679faf1,2020/21,Delhi Capitals,Kings XI Punjab,8,3,1,M Ashwin,SS Iyer,caught,"[""KL Rahul""]"
648026d7b33884eb2679faf1,2020/21,Delhi Capitals,Kings XI Punjab,13,4,1,GJ Maxwell,RR Pant,caught,"[""MA Agarwal""]"
648026d7b33884eb2679faf1,2020/21,Delhi Capitals,Kings XI Punjab,17,3,1,Mohammed Shami,MP Stoinis,caught,"[""MA Agarwal""]"
648026d7b33884eb2679faf1,2020/21,Delhi Capitals,Kings XI Punjab,19,6,1,Mohammed Shami,SO Hetmyer,bowled,
648026d7b33884eb2679faf1,2020/21,Kings XI Punjab,Delhi Capitals,2,2,2,AR Patel,KL Rahul,caught,"[""DR Sams""]"
648026d7b33884eb2679faf1,2020/21,Kings XI Punjab,Delhi Capitals,5,2,2,R Ashwin,CH Gayle,bowled,
648026d7b33884eb2679faf1,2020/21,Kings XI Punjab,Delhi Capitals,5,5,2,R Ashwin,MA Agarwal,run out,
648026d7b33884eb2679faf1,2020/21,Kings XI Punjab,Delhi Capitals,12,3,2,K Rabada,N Pooran,caught,"[""RR Pant""]"
648026d7b33884eb2679faf1,2020/21,Kings XI Punjab,Delhi Capitals,15,5,2,K Rabada,GJ Maxwell,caught,"[""RR Pant""]"
648026d74f0dcc8ac3892ca5,2020/21,Royal Challengers Bangalore,Mumbai Indians,8,6,1,TA Boult,AJ Finch,caught,"[""KA Pollard""]"
648026d74f0dcc8ac3892ca5,2020/21,Royal Challengers Bangalore,Mumbai Indians,12,2,1,RD Chahar,V Kohli,caught,"[""RG Sharma""]"
648026d74f0dcc8ac3892ca5,2020/21,Royal Challengers Bangalore,Mumbai Indians,17,1,1,TA Boult,D Padikkal,caught,"[""KA Pollard""]"
648026d74f0dcc8ac3892ca5,2020/21,Mumbai Indians,Royal Challengers Bangalore,1,4,2,Washington Sundar,RG Sharma,caught,"[""P Negi""]"
648026d74f0dcc8ac3892ca5,2020/21,Mumbai Indians,Royal Challengers Bangalore,2,2,2,I Udana,SA Yadav,caught,"[""AB de Villiers""]"
648026d74f0dcc8ac3892ca5,2020/21,Mumbai Indians,Royal Challengers Bangalore,6,4,2,YS Chahal,Q de Kock,caught,"[""P Negi""]"
648026d74f0dcc8ac3892ca5,2020/21,Mumbai Indians,Royal Challengers Bangalore,11,2,2,A Zampa,HH Pandya,caught,"[""P Negi""]"
648026d74f0dcc8ac3892ca5,2020/21,Mumbai Indians,Royal Challengers Bangalore,19,5,2,I Udana,Ishan Kishan,caught,"[""D Padikkal""]"
648026d76ff63d312865a45b,2020/21,Mumbai Indians,Delhi Capitals,1,3,1,R Ashwin,RG Sharma,lbw,
648026d76ff63d312865a45b,2020/21,Mumbai Indians,Delhi Capitals,7,4,1,R Ashwin,Q de Kock,caught,"[""S Dhawan""]"
648026d76ff63d312865a45b,2020/21,Mumbai Indians,Delhi Capitals,11,5,1,A Nortje,SA Yadav,caught,"[""DR Sams""]"
648026d76ff63d312865a45b,2020/21,Mumbai Indians,Delhi Capitals,12,2,1,R Ashwin,KA Pollard,caught,"[""K Rabada""]"
648026d76ff63d312865a45b,2020/21,Mumbai Indians,Delhi Capitals,16,1,1,MP Stoinis,KH Pandya,caught,"[""DR Sams""]"
648026d76ff63d312865a45b,2020/21,Delhi Capitals,Mumbai Indians,0,2,2,TA Boult,PP Shaw,caught,"[""Q de Kock""]"
648026d76ff63d312865a45b,2020/21,Delhi Capitals,Mumbai Indians,0,5,2,TA Boult,AM Rahane,lbw,
648026d76ff63d312865a45b,2020/21,Delhi Capitals,Mumbai Indians,1,2,2,JJ Bumrah,S Dhawan,bowled,
648026d76ff63d312865a45b,2020/21,Delhi Capitals,Mumbai Indians,3,5,2,JJ Bumrah,SS Iyer,caught,"[""RG Sharma""]"
648026d76ff63d312865a45b,2020/21,Delhi Capitals,Mumbai Indians,7,5,2,KH Pandya,RR Pant,caught,"[""SA Yadav""]"
648026d76ff63d312865a45b,2020/21,Delhi Capitals,Mumbai Indians,15,1,2,JJ Bumrah,MP Stoinis,bowled,
648026d76ff63d312865a45b,2020/21,Delhi Capitals,Mumbai Indians,15,3,2,JJ Bumrah,DR Sams,caught,"[""Q de Kock""]"
648026d76ff63d312865a45b,2020/21,Delhi Capitals,Mumbai Indians,19,6,2,KA Pollard,AR Patel,caught,"[""RD Chahar""]"
648026d75b2702956be444e6,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,1,2,1,JO Holder,V Kohli,caught,"[""SP Goswami""]"
648026d75b2702956be444e6,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,3,3,1,JO Holder,D Padikkal,caught,"[""PK Garg""]"
648026d75b2702956be444e6,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,10,3,1,S Nadeem,AJ Finch,caught,"[""Abdul Samad""]"
648026d75b2702956be444e6,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,10,6,1,S Nadeem,MM Ali,run out,
648026d75b2702956be444e6,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,15,5,1,JO Holder,S Dube,caught,"[""DA Warner""]"
648026d75b2702956be444e6,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,17,1,1,T Natarajan,Washington Sundar,caught,"[""Abdul Samad""]"
648026d75b2702956be444e6,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,17,5,1,T Natarajan,AB de Villiers,bowled,
648026d75b2702956be444e6,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,0,5,2,Mohammed Siraj,SP Goswami,caught,"[""AB de Villiers""]"
648026d75b2702956be444e6,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,5,4,2,Mohammed Siraj,DA Warner,caught,"[""AB de Villiers""]"
648026d75b2702956be444e6,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,8,3,2,A Zampa,MK Pandey,caught,"[""AB de Villiers""]"
648026d75b2702956be444e6,2020/21,Sunrisers Hyderabad,Royal Challengers Bangalore,11,5,2,YS Chahal,PK Garg,caught,"[""A Zampa""]"
648026d755e9daad193b5665,2020/21,Delhi Capitals,Sunrisers Hyderabad,8,2,1,Rashid Khan,MP Stoinis,bowled,
648026d755e9daad193b5665,2020/21,Delhi Capitals,Sunrisers Hyderabad,13,6,1,JO Holder,SS Iyer,caught,"[""MK Pandey""]"
648026d755e9daad193b5665,2020/21,Delhi Capitals,Sunrisers Hyderabad,18,3,1,Sandeep Sharma,S Dhawan,lbw,
648026d755e9daad193b5665,2020/21,Sunrisers Hyderabad,Delhi Capitals,1,1,2,K Rabada,DA Warner,bowled,
648026d755e9daad193b5665,2020/21,Sunrisers Hyderabad,Delhi Capitals,4,5,2,MP Stoinis,PK Garg,bowled,
