matchID,playerID,player,team
6480217bbfd755c89df0e9d3,2c25d4f5,D Padikkal,Rajasthan Royals
648021812a135409f8424b23,0af3426f,SS Mundhe,Pune Warriors
6480217718dd1a827b30b7d0,3c6ffae8,YK Pathan,Kolkata Knight Riders
648021858961dbcd8364795e,a818c1be,TA Boult,Sunrisers Hyderabad
6480217cb8be04cb1126028a,a9fd84fb,M Markande,Mumbai Indians
6480217be0c99294435b6188,fb2d1dda,N Rana,Kolkata Knight Riders
648021801ba995bd94682220,f4f0fafd,B Sumanth,Deccan Chargers
64802183e7fe83d566794f7b,c3d1402f,RP Singh,Royal Challengers Bangalore
648021783ac507267b1a6bb0,a757b0d8,KA Pollard,Mumbai Indians
64802180de0b9e475f14bbc2,c3d1402f,RP Singh,Deccan Chargers
